"Date","IGLD.m"
1993-01-01,74.718
1993-01-02,74.703
1993-01-03,74.777
1993-01-04,74.808
1993-01-05,74.823
1993-01-06,74.855
1993-01-07,74.861
1993-01-08,74.841
1993-01-09,74.793
1993-01-10,74.775
1993-01-11,74.808
1993-01-12,74.819
1993-01-13,74.786
1993-01-14,74.912
1993-01-15,74.938
1993-01-16,74.939
1993-01-17,74.974
1993-01-18,74.94
1993-01-19,74.958
1993-01-20,74.991
1993-01-21,74.94
1993-01-22,74.975
1993-01-23,74.983
1993-01-24,75.012
1993-01-25,75.052
1993-01-26,75.023
1993-01-27,75.061
1993-01-28,74.985
1993-01-29,75.079
1993-01-30,74.984
1993-01-31,75.035
1993-02-05,75.14
1993-02-06,75.103
1993-02-07,75.112
1993-02-08,75.126
1993-02-09,75.1
1993-02-10,75.073
1993-02-11,74.913
1993-02-12,74.906
1993-02-13,74.996
1993-02-14,74.995
1993-02-15,74.998
1993-02-16,74.983
1993-02-17,75.028
1993-02-18,75.018
1993-02-19,75.014
1993-02-20,74.998
1993-02-21,74.929
1993-02-22,75.012
1993-02-23,75.054
1993-02-24,75.055
1993-02-25,75.026
1993-02-26,75.016
1993-02-27,75.017
1993-02-28,75.018
1993-03-01,75.022
1993-03-02,75.01
1993-03-03,74.993
1993-03-04,74.897
1993-03-05,74.904
1993-03-06,74.982
1993-03-07,74.985
1993-03-08,75.001
1993-03-09,75.01
1993-03-10,74.962
1993-03-11,74.987
1993-03-12,74.955
1993-03-13,74.859
1993-03-14,74.954
1993-03-15,74.956
1993-03-16,74.986
1993-03-17,74.971
1993-03-18,74.932
1993-03-19,74.919
1993-03-20,74.932
1993-03-21,74.958
1993-03-22,74.948
1993-03-23,74.906
1993-03-24,74.947
1993-03-25,74.933
1993-03-26,74.938
1993-03-27,74.93
1993-03-28,74.95
1993-03-29,74.951
1993-03-30,74.946
1993-03-31,74.9
1993-04-01,74.86
1993-04-02,74.977
1993-04-03,75.07
1993-04-04,75.08
1993-04-05,75.08
1993-04-06,75.082
1993-04-07,75.094
1993-04-08,75.092
1993-04-09,75.131
1993-04-10,75.216
1993-04-11,75.247
1993-04-12,75.235
1993-04-13,75.283
1993-04-14,75.277
1993-04-15,75.234
1993-04-16,75.288
1993-04-17,75.352
1993-04-18,75.341
1993-04-19,75.315
1993-04-20,75.286
1993-04-21,75.34
1993-04-22,75.345
1993-04-23,75.415
1993-04-24,75.43
1993-04-25,75.482
1993-04-26,75.427
1993-04-27,75.45
1993-04-28,75.432
1993-04-29,75.429
1993-04-30,75.441
1993-05-01,75.454
1993-05-02,75.419
1993-05-03,75.435
1993-05-04,75.432
1993-05-05,75.444
1993-05-06,75.466
1993-05-07,75.443
1993-05-08,75.443
1993-05-09,75.446
1993-05-10,75.446
1993-05-11,75.462
1993-05-12,75.448
1993-05-13,75.442
1993-05-14,75.422
1993-05-15,75.43
1993-05-16,75.462
1993-05-17,75.43
1993-05-18,75.409
1993-05-19,75.402
1993-05-20,75.402
1993-05-21,75.4
1993-05-22,75.393
1993-05-23,75.371
1993-05-24,75.376
1993-05-25,75.393
1993-05-26,75.377
1993-05-27,75.382
1993-05-28,75.339
1993-05-29,75.363
1993-05-30,75.329
1993-05-31,75.332
1993-06-01,75.372
1993-06-02,75.36
1993-06-03,75.346
1993-06-04,75.309
1993-06-05,75.279
1993-06-06,75.332
1993-06-07,75.324
1993-06-08,75.286
1993-06-09,75.299
